"EIN","SEC_NAME","FRCD","SUBSECCD","TAXPER","ASSETS","INCOME","NAME","ADDRESS","CITY","STATE","NTEEFINAL","NAICS","ZIP5","RULEDATE","FIPS","FNDNCD","PMSA","MSA_NECH","CASSETS","CFINSRC","CTAXPER","CTOTREV","ACCPER","RANDNUM","NTEECC","NTEE1","LEVEL4","LEVEL1","NTMAJ10","MAJGRPB","LEVEL3","LEVEL2","NTMAJ12","NTMAJ5","FILER","ZFILER","OUTREAS","OUTNCCS"
455104429,"",20,3,202112,0,0,"DR BILLY G INGRAM LEGACY FOUNDATION","3651 S LA BREA AVENUE UNIT 43","LOS ANGELES","CA","T20",813211,90016,201407,6037,15,NA,NA,NA,"",NA,NA,12,0.62111373,"T20","T","T","PC","PU","T","ZC","S","PU","OT","Y","Y","","IN"
222691332,"SOUTH SHORE CHAPTER",20,3,NA,NA,NA,"DUCKS UNLIMITED INC","1 WATERFOWL WAY","MEMPHIS","TN","C32",813312,38120,195606,47157,15,NA,NA,NA,"",NA,NA,NA,0.0146114416,"C32","C","C","PC","EN","C","EN","O","EN","OT","N","N","","IN"
205601623,"",20,3,202112,0,0,"TRANS CITY INCORPORATED","PO BOX 950","FRESNO","TX","P50",624190,77545,200703,48157,15,NA,NA,NA,"",NA,NA,12,0.7039895919,"P50","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
42810068,"",20,13,202112,0,0,"SHARI JERUSALEM CHEVRA THILIM CEMETERY ASSOC","21 OAK LN","POTOMAC FALLS","VA","Y50",812220,20165,201202,51107,0,NA,NA,NA,"",NA,NA,12,0.3670169831,"Y50","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
562238007,"GILLIARD KENNETH L",10,3,202012,275013,489519,"A BETTER WORLD","4527 FREEDOM DR","CHARLOTTE","NC","N20",721214,28208,200201,37119,15,NA,NA,69382,"19eoextract990.xlsx",201812,373002,12,0.8976329117,"N20","N","N","PC","HU","N","HS","O","HU","HU","Y","N","","IN"
752481063,"",10,3,202112,286823,512587,"LIFE IN THE TRINITY MINISTRY","PO BOX 742405","DALLAS","TX","X20",813110,75374,199901,48113,16,NA,NA,324291,"19eoextract990.xlsx",201812,413969,12,0.2226511399,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","N","","IN"
621325622,"",10,3,202012,22038,77402,"DOWNING MINISTRIES","PO BOX 767","HENDERSONVLLE","TN","X21",813110,37077,198812,47165,15,NA,NA,9698,"19eoextractez.xlsx",201812,87021,12,0.8960146406,"X21","X","X","PC","RE","X","RE","O","RE","OT","Y","N","","IN"
860969154,"GVR MON INF DUPLICATE BRIDGE CLUB",20,4,202112,0,0,"GREEN VALLEY RECREATION INC","PO BOX 586","GREEN VALLEY","AZ","N50",713990,85622,0,4019,0,NA,NA,NA,"",NA,NA,12,0.0960029925,"N50","N","N","O","HU","N","HS","O","HU","HU","Y","Y","","IN"
800704343,"GREEN ACRES 4-H CLUB",20,3,202112,0,0,"THE OHIO STATE UNIVERSITY","280 W UNION STREET","ATHENS","OH","O52",813410,45701,201305,39009,15,NA,NA,NA,"",NA,NA,12,0.2873143366,"O52","O","O","PC","HU","O","HS","O","HU","HU","Y","Y","","IN"
201457767,"",0,3,NA,NA,NA,"NEW HILL SCHOOL","59 BAY ST","PORTLAND","ME","B24",611110,4103,200506,23005,11,NA,NA,NA,"",NA,NA,NA,0.6889445556,"B24","B","B","PC","ED","B","ED","O","ED","ED","N","N","","IN"
843848341,"",20,3,202109,0,0,"FRIENDS OF BERRY SPRINGS PARK AND PRESERVE","107 SHADY GRV","GEORGETOWN","TX","C99",NA,78633,202107,NA,NA,NA,NA,NA,"",NA,NA,9,0.1537634231,"C99","C","C","PC","EN","C","EN","O","EN","OT","Y","Y","","IN"
851964481,"LANCER SWIM INC",20,3,202106,0,0,"PARENT BOOSTER USA INC","5035 ROUTE 130","DELRAN","NJ","B112",NA,8075,200510,NA,NA,NA,NA,NA,"",NA,NA,6,0.8136898343,"B112","B","B","PC","ED","B","ZA","S","ED","ED","Y","Y","","IN"
310981358,"",10,3,202012,818250,169766,"WCNE EDUCATIONAL COMMUNITY RADIO","PO BOX 338","OWENSVILLE","OH","A34",513110,45160,198007,39025,15,NA,NA,811010,"19eoextract990.xlsx",201812,169614,12,0.7693639806,"A34","A","A","PC","AR","A","AR","O","AR","AR","Y","N","","IN"
562262543,"9891 BULL CITY CLUB",20,3,202112,0,0,"TOASTMASTERS INTERNATIONAL","301 LAURENS WAY","CHAPEL HILL","NC","W70",813410,27516,194505,37135,16,NA,NA,NA,"",NA,NA,12,0.0938373035,"W70","W","W","PC","PU","W","PB","O","PU","OT","Y","Y","","IN"
208374608,"",10,3,202012,2096506,2004601,"US BIENNIAL INC","PO BOX 58800","NEW ORLEANS","LA","A25",611610,70158,200708,36061,15,NA,NA,353634,"19eoextract990.xlsx",201812,739299,12,0.8620434528,"A25","A","A","PC","AR","A","AR","O","AR","AR","Y","N","","IN"
560260533,"",10,6,202012,1378506,750901,"CATAWBA COUNTY CHAMBER OF COMMERCE","PO BOX 1828","HICKORY","NC","S41",813910,28603,194401,37035,0,NA,NA,1334686,"19eoextract990.xlsx",201812,752119,12,0.5528316075,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
833648822,"",20,3,202112,38964,24000,"WOMENS TECH FORUM INC","740 N 102ND ST","SEATTLE","WA","P20",NA,98133,202104,NA,NA,NA,NA,NA,"",NA,NA,12,0.6253481683,"P20","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
831836415,"",20,3,202112,0,0,"DECKAID INC","PO BOX 71","NORTHPORT","NY","O12",NA,11768,201906,NA,NA,NA,NA,NA,"",NA,NA,12,0.0065647011,"O12","O","O","PC","HU","O","ZB","S","HU","HU","Y","Y","","IN"
364243109,"SWAN LAKE TEALS CHAPTER MN",20,3,NA,NA,NA,"DUCKS UNLIMITED INC","1 WATERFOWL WAY","MEMPHIS","TN","C32",813312,38120,195606,47157,15,NA,NA,NA,"",NA,NA,NA,0.8423811981,"C32","C","C","PC","EN","C","EN","O","EN","OT","N","N","","IN"
811115299,"",20,3,202112,0,0,"CEDAR CREEK SANCTUARY INC","PO BOX 331","FONDA","IA","X20",813110,50540,201603,19151,15,NA,NA,NA,"",NA,NA,12,0.8016745642,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
943030323,"",20,4,202112,0,0,"LEWIS & CLARK CEMENTERY ASSOCIATION INC","89840 LEWIS AND CLARK RD","ASTORIA","OR","Y50",812220,97103,201201,41007,0,NA,NA,NA,"",NA,NA,12,0.3531674247,"Y50","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
383845749,"",20,3,202112,0,0,"MACON-BIBB LAW ENFORCEMENT FOUNDATION INC","PO BOX 6098","MACON","GA","I60",541199,31208,201602,13021,15,NA,NA,NA,"",NA,NA,12,0.97834451,"I60","I","I","PC","HU","I","HS","O","HU","HU","Y","Y","","IN"
473524635,"",10,3,202012,228283,1204049,"RIVERSIDE CHRISTIAN ACADEMY INC","2010 MIDDLE RIVER LOOP","FAYETTEVILLE","NC","B20",NA,28312,201905,NA,NA,NA,NA,NA,"",NA,NA,12,0.6364479393,"B20","B","B","PC","ED","B","ED","O","ED","ED","Y","N","","IN"
611849902,"",20,3,202112,0,0,"PATHWAYS TO SUCCESS INC","8001 PIKEWOOD FIELD WAY","LOUISVILLE","KY","O50",NA,40219,201807,NA,NA,NA,NA,NA,"",NA,NA,12,0.7135533241,"O50","O","O","PC","HU","O","HS","O","HU","HU","Y","Y","","IN"
814943077,"",10,3,202012,1168431,55040,"WASATCH JORDAN EDUCATION SUPPORT FOUNDATION","595 S RIVERWOODS PARKWAY SUITE 400","LOGAN","UT","T11",NA,84321,201806,NA,NA,NA,NA,1422115,"19eoextract990.xlsx",201812,569029,12,0.8642412744,"T11","T","T","PC","PU","T","ZA","S","PU","OT","Y","N","","IN"
873140723,"",20,3,202112,0,0,"CHIN CATHOLIC ASSOCIATION OF AMERICA","2108 SAWGRASS DR","LITTLE ROCK","AR","X22",NA,72212,202202,NA,NA,NA,NA,NA,"",NA,NA,12,0.6112426058,"X22","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
391890975,"",20,3,202112,0,0,"ANIMAL RESCUE FAMILY","PO BOX 194","ALGONA","IA","D20",813312,50511,201206,19109,15,NA,NA,NA,"",NA,NA,12,0.7144529207,"D20","D","D","PC","EN","D","EN","O","EN","OT","Y","Y","","IN"
831119841,"",20,3,202112,0,0,"SHEEP DOG CHALLENGE","913 GEORGE AVE","BALTIMORE","MD","W12",NA,21221,201808,NA,NA,NA,NA,NA,"",NA,NA,12,0.6522236791,"W12","W","W","PC","PU","W","ZB","S","PU","OT","Y","Y","","IN"
562443439,"",20,3,202012,0,0,"THAMMASAT UNIVERSITY ALUMNI ASSOCIATION","100 S CITRUS AVE","COVINA","CA","B84",813410,91723,200407,6037,15,NA,NA,NA,"",NA,NA,12,0.2518105015,"B84","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
432048792,"",60,3,NA,NA,NA,"ABUNDANT LIFE WORSHIP CENTER","421 L ST NE","ARDMORE","OK","X20",813110,73401,199207,40019,10,NA,NA,NA,"",NA,NA,NA,0.5661098346,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
810662029,"",20,3,202012,0,0,"WELLSTON WINTER TRAILS & PROMOTIONS","PO BOX 53","WELLSTON","MI","C30",813312,49689,200902,26101,15,NA,NA,213305,"core2017pc",201612,31054,12,0.2982272881,"C30","C","C","PC","EN","C","EN","O","EN","OT","Y","Y","","IN"
383635600,"GLENN SCHOOL PTC",20,3,202106,0,0,"GLENN PUBLIC SCHOOL - PARENT TEACHER COMMITTE","PO BOX 69","GLENN","MI","B94",813410,49416,201809,26005,16,NA,NA,NA,"",NA,NA,6,0.4855213026,"B94","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
832293765,"",20,3,202112,0,0,"GREYNICKEL INC","24 W CAMELBACK STE A 408","PHOENIX","AZ","P99",NA,85013,201907,NA,NA,NA,NA,NA,"",NA,NA,12,0.6534658347,"P99","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
320512219,"",20,3,202011,0,0,"JUST FOR KICKZ","11964 COUNTY ROAD K","MONTPELIER","OH","P60",NA,43543,201702,NA,NA,NA,NA,NA,"",NA,NA,11,0.9832772555,"P60","P","P","PC","HU","P","HS","O","HU","HU","Y","Y","","IN"
412013388,"AMBITIOUS PINES 4-H CLUB PINE COUNT",20,3,202109,0,0,"REGENTS OF THE UNIVERSITY OF MINNESOTA","635 NORTHRIDGE DR NW STE 280","PINE CITY","MN","N50",713990,55063,201307,27115,15,NA,NA,NA,"",NA,NA,9,0.1981330827,"N50","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
580966462,"0505 SCREEN-RAMSEY INC",20,19,202112,0,0,"AMERICAN LEGION","1678 15TH ST","AUGUSTA","GA","W30",813410,30901,194603,13245,0,NA,NA,NA,"",NA,NA,12,0.4811645744,"W30","W","W","O","PU","W","PB","O","PU","OT","Y","Y","","IN"
352291443,"",10,3,202112,829240,80033,"HOLY GHOST SERVICE CENTER","884 RHODE ISLAND ST","SAN FRANCISCO","CA","X19",813219,94107,200706,6075,15,NA,NA,829240,"19eoextract990.xlsx",201812,77601,12,0.6806667669,"X19","X","X","PC","RE","X","RE","O","RE","OT","Y","N","","IN"
860870832,"",20,3,202112,0,0,"ELKO HOCKEY ASSOCIATION","PO BOX 1827","ELKO","NV","N68",713990,89803,201208,32007,15,NA,NA,NA,"",NA,NA,12,0.0627198211,"N68","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
870960531,"",20,3,NA,NA,NA,"SOMA LIFE INC","328 S ATLANTIC BLVD STE 102","MONTEREY PARK","CA","F60",NA,91754,202203,NA,NA,NA,NA,NA,"",NA,NA,NA,0.5700082032,"F60","F","F","PC","HE","F","HE","O","HE","HE","N","N","","IN"
453913117,"",10,3,202112,40810,266700,"YOUTH TOWERS INCORPORATED","1916 LINDEN DR","BIRMINGHAM","AL","L40",721199,35214,201202,1073,15,NA,NA,20468,"19eoextractez.xlsx",201812,34715,12,0.6714208598,"L40","L","L","PC","HU","L","HS","O","HU","HU","Y","N","","IN"
370524580,"",10,7,202107,3393024,2815444,"SOUTH SIDE COUNTRY CLUB","1650 COTTAGE DR","DECATUR","IL","N60",713990,62521,197402,17115,0,NA,NA,2700802,"19eoextract990.xlsx",201807,2489898,7,0.8246858414,"N60","N","N","O","HU","N","HS","O","HU","HU","Y","N","","IN"
823144719,"",20,3,202112,0,0,"RAVENS HOPE CAMBODIA","11011 OLDE MINT HOUSE LN","TOMBALL","TX","X20",NA,77375,201801,NA,NA,NA,NA,NA,"",NA,NA,12,0.8557690658,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
205695766,"ACSI",20,3,202008,0,0,"AUSTIN COMMUNITY SCHOOL INCORPORATED","12107 TRIPLE CREEK DR","DRIPPING SPGS","TX","B20",611110,78620,200802,48209,11,NA,NA,NA,"",NA,NA,8,0.0457162812,"B20","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
431159923,"",10,4,202109,1746943,392652,"ECONOMIC DEVELOPMENT CORP OF JEFFERSON CO","PO BOX 623","HILLSBORO","MO","S30",813410,63050,0,29099,0,NA,NA,1748802,"19eoextract990.xlsx",201809,447638,9,0.7380426761,"S30","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
742940910,"",60,3,NA,NA,NA,"CHURCH WITH A VISION INC","4930 CHATFIELD DR","CRP CHRISTI","TX","X20",813110,78413,200103,48355,10,NA,NA,NA,"",NA,NA,NA,0.2339633649,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
821247127,"",10,3,202106,30934,267281,"VITAL FAMILIES INC","1155 EDITH LN","LENOIR CITY","TN","X20",NA,37771,201709,NA,NA,NA,NA,17019,"19eoextractez.xlsx",201812,102148,6,0.0069004851,"X20","X","X","PC","RE","X","RE","O","RE","OT","Y","N","","IN"
731156989,"GREATER OKLAHOMA CITY INTERGROUP OF",20,3,202112,0,0,"OVEREATERS ANONYMOUS INTERGROUP","PO BOX 60903","OKLAHOMA CITY","OK","F53",621498,73146,198209,40109,16,NA,NA,NA,"",NA,NA,12,0.7137020122,"F53","F","F","PC","HE","F","HE","O","HE","HE","Y","Y","","IN"
201022085,"",20,3,202012,0,0,"LELA","10028 WISNER AVE","MISSION HILLS","CA","A60",711100,91345,200607,6037,15,NA,NA,NA,"",NA,NA,12,0.7868105495,"A60","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
471318039,"",10,3,202112,422741,290316,"SOUTHWEST FAMILY MINISTRIES","3714 LEES LN","LOUISVILLE","KY","P20",624000,40216,201411,21111,15,NA,NA,144667,"19eoextractez.xlsx",201812,93435,12,0.1957785654,"P20","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
237685013,"",10,91,NA,NA,NA,"WALLENPAUPACK AREA S-D AUTH 1519045416","401 S TRYON SNC STE 1159","CHARLOTTE","NC","T90",813211,28202,0,37119,0,NA,NA,NA,"",NA,NA,NA,0.8434769392,"T90","T","T","O","PU","T","ZF","S","PU","OT","N","N","","IN"
201978806,"",1,3,202112,7111,150,"ANNETTE L LOTT SCHOLARSHIP FUND","18620 FORT ST","RIVERVIEW","MI","B82",813410,48193,200604,26163,4,NA,NA,NA,"",NA,NA,12,0.5111153632,"B82","B","B","PF","ED","B","ED","S","ED","ED","Y","N","","IN"
731062338,"",60,3,NA,NA,NA,"THE CHURCH OF OKLAHOMA CITY MINISTRIES INC","PO BOX 720960","OKLAHOMA CITY","OK","X20",813110,73172,200105,40109,10,NA,NA,NA,"",NA,NA,NA,0.8142334721,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
431234617,"",60,3,NA,NA,NA,"CORNERSTONE COMMUNITY CHURCH OF GOD","2833 TELEGRAPH RD","SAINT LOUIS","MO","X21",813110,63125,196007,29189,10,NA,NA,NA,"",NA,NA,NA,0.7474131553,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
364865965,"",20,6,202012,277003,3286,"GUANGDONG ECONOMIC DEVELOPMENT AND TRADE PROMOTION OFFICE NORTH AMERI","444 S FLOWER ST","LOS ANGELES","CA","S41",NA,90071,201806,NA,NA,NA,NA,1054893,"19eoextract990.xlsx",201812,559373,12,0.038736061,"S41","S","S","O","PU","S","PB","O","PU","OT","Y","N","","IN"
581798095,"",20,4,202009,3891,445,"SEXTON WOODS NEIGHBORHOOD ASSOCIATION INC","3622 CARMEL RD","CHAMBLEE","GA","C36",813312,30341,198901,13089,0,NA,NA,4656,"19eoextractez.xlsx",201809,6440,9,0.4960221314,"C36","C","C","O","EN","C","EN","O","EN","OT","Y","N","","IN"
237510576,"500 PARKDALE",20,8,202104,0,0,"OREGON STATE GRANGE PATRONS OF HUSBANDRY","PO BOX 274","PARKDALE","OR","K28",813910,97041,194411,41027,0,NA,NA,NA,"",NA,NA,4,0.6259599358,"K28","K","K","O","HU","K","HS","O","HU","HU","Y","Y","","IN"
541125440,"5 SUFFOLK",10,4,202106,233284,72032,"DISABLED AMERICAN VETERANS","139 S SARATOGA ST","SUFFOLK","VA","W30",813410,23434,194206,51800,0,NA,NA,177929,"core2017co",201706,79999,6,0.9585504403,"W30","W","W","O","PU","W","PB","O","PU","OT","Y","N","","IN"
850518888,"",20,3,NA,NA,NA,"INDIGO FOUNDATION","3116 S MILL AVE STE 173","TEMPE","AZ","P60",NA,85282,202004,NA,NA,NA,NA,NA,"",NA,NA,NA,0.8036379395,"P60","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
10220430,"",10,3,202107,6928285,4943327,"LINCOLN HOME","22 RIVER ROAD","NEW CASTLE","ME","P75",623311,4553,194212,23015,16,NA,NA,6929052,"19eoextract990.xlsx",201807,3132085,7,0.8823269426,"P75","P","P","PC","HU","P","HS","O","HU","HU","Y","N","","IN"
331143366,"",10,3,202108,264505,245244,"GREEN FOUNDATION","D213","SANTA ANA","CA","E60",621999,92705,200701,6059,15,NA,NA,9995,"core2017pc",201708,114633,8,0.4934006671,"E60","E","E","PC","HE","E","HE","O","HE","HE","Y","N","","IN"
462209985,"",10,3,202012,780146,252882,"EQUAL JUSTICE UNDER LAW","400 7TH ST NW STE 602","WASHINGTON","DC","I80",541199,20004,201405,11001,15,NA,NA,1421052,"19eoextract990.xlsx",201812,1054988,12,0.0846242759,"I80","I","I","PC","HU","I","HS","O","HU","HU","Y","N","","IN"
861969727,"",20,3,202112,0,0,"FIRST RESPONDER CHAPLAIN ASSOCIATION","5100 OVERLAND DR","LAWRENCE","KS","X01",NA,66049,202105,NA,NA,NA,NA,NA,"",NA,NA,12,0.0971106463,"X01","X","X","PC","RE","X","RE","O","RE","OT","Y","Y","","IN"
582602869,"",20,3,201912,0,0,"SOUL CHANGERS RECOVERY PROGRAM","522 VAUGHAN VALLEY VW","HAMPTON","GA","E50",621340,30228,201609,13151,16,NA,NA,NA,"",NA,NA,12,0.8610582361,"E50","E","E","PC","HE","E","HE","O","HE","HE","N","N","","IN"
611605986,"HORNS N HALTERS 4-H CLUB",20,3,202108,0,0,"MICHIGAN STATE UNIVERSITY","5479 W 72ND STREET","FREMONT","MI","O52",813410,49412,201305,26123,15,NA,NA,NA,"",NA,NA,8,0.051563991,"O52","O","O","PC","HU","O","HS","O","HU","HU","Y","Y","","IN"
640930695,"DANIEL MACKIE",20,3,202112,0,0,"NATIONAL SOCIETY OF THE SONS OF THE AMERICAN REVOLUTION","804 S LAMAR BLVD","OXFORD","MS","A80",712120,38655,194408,28089,16,NA,NA,NA,"",NA,NA,12,0.6489663275,"A80","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
237380364,"",10,9,202112,1435328,90973,"NORTH WHITE PLAINS VOLUNTEER FIREMENS BEN ASSN INC","621 N BROADWAY","WHITE PLAINS","NY","M24",624230,10603,197407,36119,0,NA,NA,1343070,"19eoextract990.xlsx",201812,75015,12,0.1619779653,"M24","M","M","O","HU","M","HS","O","HU","HU","Y","N","","IN"
460425339,"",10,3,202012,1764328,450688,"NORTHWEST SOUTH DAKOTA REGIONAL LANDFILL ASSOCIATION INC","501 3RD ST E","LEMMON","SD","C20",813312,57638,199702,46105,15,NA,NA,1866999,"19eoextract990.xlsx",201812,410805,12,0.5029987744,"C20","C","C","PC","EN","C","EN","O","EN","OT","Y","N","","IN"
472986891,"",60,3,NA,NA,NA,"SAVING GRACE MINISTRIES","PO BOX 20013","DAYTON","OH","X20",813110,45420,201504,39113,10,NA,NA,NA,"",NA,NA,NA,0.5650217476,"X20","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
751929939,"MOUNT HAVEN CME CHURCH",60,3,NA,NA,NA,"CHRISTIAN METHODIST EPISCOPAL CHURCH","1507 FM CR 747 N","JACKSONVILLE","TX","X21",813110,75766,198009,48073,10,NA,NA,NA,"",NA,NA,NA,0.6433852008,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
510147469,"",20,3,202112,0,0,"PAWNEE CITY HISTORICAL SOCIETY & MUSEUM INC","PO BOX 33","PAWNEE CITY","NE","A50",712110,68420,199403,31133,15,NA,NA,255468,"core2017pc",201612,106466,12,0.6820574095,"A50","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
731623468,"",20,3,202112,0,0,"RURAL HEALTH FOUNDATION INC","135 N MUSKOGEE AVE","TAHLEQUAH","OK","E11",813219,74464,200209,40021,15,NA,NA,NA,"",NA,NA,12,0.9015778244,"E11","E","E","PC","HE","E","ZA","S","HE","HE","Y","Y","","IN"
593606331,"",10,3,202012,793296,192678,"FLORIDA CATTLEMANS FOUNDATION INC","800 SHAKERAG RD","KISSIMMEE","FL","K26",115210,34744,200607,12097,15,NA,NA,740767,"19eoextract990.xlsx",201812,374030,12,0.0529340287,"K26","K","K","PC","HU","K","HS","O","HU","HU","Y","N","","IN"
561603365,"",10,5,202012,238890,573459,"NORTH CAROLINA TROOPERS ASSOC INC","PO BOX 840","SUMMERFIELD","NC","I60",541199,27358,199901,37081,0,NA,NA,167658,"19eoextract990.xlsx",201812,534858,12,0.8535319996,"I60","I","I","O","HU","I","HS","O","HU","HU","Y","N","","IN"
810881314,"16349 ANDREW PHU YEN COUNCIL",20,8,202112,0,0,"KNIGHTS OF COLUMBUS","4695 HARLAN ST","WHEAT RIDGE","CO","Y41",813410,80033,194010,8059,0,NA,NA,NA,"",NA,NA,12,0.6646005069,"Y41","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
863587824,"",1,3,NA,NA,NA,"EMPOWERING TRANSFORMATION FOUNDATION","762 IDLEWYLD DR","MIDDLETOWN","DE","P99",NA,19709,202110,NA,NA,NA,NA,NA,"",NA,NA,NA,0.4496137219,"P99","P","P","PC","HU","P","HS","O","HU","HU","N","N","","IN"
451472166,"",20,3,202106,0,0,"INGOMA PLANET","17207 FERNCHASE CT","HOUSTON","TX","A25",611610,77095,201506,48201,15,NA,NA,NA,"",NA,NA,6,0.2538897757,"A25","A","A","PC","AR","A","AR","O","AR","AR","Y","Y","","IN"
30493543,"",10,3,202112,1269650,191543,"BGM INC","427 BURNIE STREET","GREENVILLE","SC","F60",621498,29611,200305,45045,15,NA,NA,1560649,"core2017pc",201712,184646,12,0.9468669141,"F60","F","F","PC","HE","F","HE","O","HE","HE","Y","N","","IN"
320086382,"4918 TIMPANOGOS",20,19,202106,0,0,"DEPARTMENT OF UTAH LADIES AUXILIARY TO THE VETERANS OF FOREIGN WARS OF","5470 S 150 W","OGDEN","UT","W30",813410,84405,200908,49057,0,NA,NA,NA,"",NA,NA,6,0.1022011409,"W30","W","W","O","PU","W","PB","O","PU","OT","Y","Y","","IN"
264737208,"",1,3,202012,13854480,5984423,"MARKSBURY FAMILY FOUNDATION INC","108 KEENE MANOR WAY","NICHOLASVILLE","KY","T20",813211,40356,200911,21067,4,NA,NA,NA,"",NA,NA,12,0.5588123108,"T20","T","T","PF","PU","T","ZC","S","PU","OT","Y","N","","IN"
831841893,"",1,3,201812,1,655,"BERKUT BASKETBALL INC","1006 ROSE WAY","NAPLES","FL","",NA,34104,201809,NA,NA,NA,NA,NA,"",NA,NA,12,0.1508405888,"","","","PC","UN","","-","O","UN","OT","N","N","","IN"
472942570,"",10,3,202012,207935,1866442,"CATAPULT FILM FUND","39 MESA ST STE 105","SAN FRANCISCO","CA","A12",NA,94129,201706,NA,NA,NA,NA,NA,"",NA,NA,12,0.6088171164,"A12","A","A","PC","AR","A","ZB","S","AR","AR","Y","N","","IN"
640798251,"",10,3,202009,2256758,1178834,"HATTIESBURG TOURISM COMMISSION","PO BOX 1103","HATTIESBURG","MS","S30",813410,39403,199209,28035,15,NA,NA,1173174,"19eoextract990.xlsx",201809,925047,9,0.8976288554,"S30","S","S","PC","PU","S","PB","O","PU","OT","Y","N","","IN"
237385237,"117 A W CONNELY",20,10,202112,0,0,"ORDER OF THE EASTERN STAR OF LOUISIANA","1029 BAYOU BLACK DR","HOUMA","LA","Y40",813410,70360,197405,22109,0,NA,NA,NA,"",NA,NA,12,0.0607342185,"Y40","Y","Y","O","MU","Y","MO","M","MU","OT","Y","Y","","IN"
61361292,"",20,3,202106,0,0,"HISTORICALLY BLACK COLLEGE ALUMNI","PO BOX 1385","NEW LONDON","CT","B84",813410,6320,199404,9011,16,NA,NA,NA,"",NA,NA,6,0.0906770839,"B84","B","B","PC","ED","B","ED","O","ED","ED","Y","Y","","IN"
237506562,"7 NAPA ASSEMBLY",20,3,202112,0,0,"INTERNATIONAL ORDER OF THE RAINBOW GIRLS","1649 SEQUOIA ST","NAPA","CA","O22",624110,94558,197209,6055,15,NA,NA,NA,"",NA,NA,12,0.1178130107,"O22","O","O","PC","HU","O","HS","O","HU","HU","Y","Y","","IN"
590841458,"",10,3,202012,1181082,1580173,"USA WATER SKI & WAKE SPORTS INC","2701 LAKE MYRTLE PARK RD","AUBURNDALE","FL","N67",713990,33823,199006,12105,16,NA,NA,992386,"19eoextract990.xlsx",201812,1750803,12,0.1046440319,"N67","N","N","PC","HU","N","HS","O","HU","HU","Y","N","","IN"
271100857,"",60,3,NA,NA,NA,"MT EVEREST BAPTIST CHURCH","8126 MOONLIGHT FOREST DR","HOUSTON","TX","X21",813110,77088,201008,48201,10,NA,NA,NA,"",NA,NA,NA,0.8506409373,"X21","X","X","PC","RE","X","RE","O","RE","OT","N","N","","IN"
581539657,"WHITFIELD COUNTY EXTENSION 4-H",20,3,202112,0,0,"GEORGIA EXTENSION 4-H FOUNDATION","PO BOX 1385","DALTON","GA","N50",713990,30722,201312,13313,15,NA,NA,NA,"",NA,NA,12,0.6750732016,"N50","N","N","PC","HU","N","HS","O","HU","HU","Y","Y","","IN"
814483070,"",10,3,202109,1382740,405127,"FRIENDS OF THE TRUMAN FOUNDATION","PO BOX 28083","WASHINGTON","DC","T11",NA,20038,201705,NA,NA,NA,NA,826351,"19eoextract990.xlsx",201809,165928,9,0.572146193,"T11","T","T","PC","PU","T","ZA","S","PU","OT","Y","N","","IN"
356045520,"9524 TRI LAKES",20,4,202206,0,0,"INTERNATIONAL ASSOCIATION OF LIONS CLUBS","2935 E COLONY AV","COLUMBIA CITY","IN","S80",813410,46725,195710,18183,0,NA,NA,NA,"",NA,NA,6,0.3293550906,"S80","S","S","O","PU","S","PB","O","PU","OT","Y","Y","","IN"
